"","BR","CN","DU","EL","HB","HN","KN","MB","MN","NK","PA","PE","RB","RN","SM","SN","SY","TB"
"OTU_2973",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"OTU_3",161,146,0,78,145,272,1236,706,245,1386,130,190,0,0,276,718,934,731
"OTU_30",0,10,0,0,14,15,0,64,32,2,0,1586,0,0,14,6,60,4
"OTU_3008",0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3040",0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"OTU_3047",0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"OTU_3094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"OTU_3098",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
"OTU_310",0,0,2,48,0,0,0,0,0,0,0,0,0,244,0,0,0,0
"OTU_3102",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0
"OTU_3115",0,0,0,1,0,0,0,0,0,0,0,0,1,18,0,0,0,0
"OTU_315",0,0,0,0,8,30,12,122,48,0,0,0,0,0,0,0,0,0
"OTU_3161",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3168",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3182",0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0
"OTU_3200",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3202",0,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"OTU_3205",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"OTU_3219",0,15,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
"OTU_3235",0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
"OTU_3240",0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3263",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3265",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_3287",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"OTU_3289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"OTU_3293",0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0
"OTU_331",0,0,0,0,12,26,0,0,0,0,0,0,0,0,9,9,3,65
"OTU_3313",0,0,0,0,1,2,4,1,0,1,0,0,0,0,0,0,0,0
"OTU_3326",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"OTU_3327",0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
"OTU_3344",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_335",3,21,0,0,0,0,0,0,0,0,19,0,0,0,14,19,6,0
"OTU_3355",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3378",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3384",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
"OTU_3394",0,0,1,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0
