"","BR","CN","DU","EL","HB","HN","KN","MB","MN","NK","PA","PE","RB","RN","SM","SN","SY","TB"
"OTU_1181",0,0,0,0,17,0,0,21,7,0,0,15,16,0,43,0,0,0
"OTU_1182",0,19,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
"OTU_1183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
"OTU_1184",0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0
"OTU_1185",0,40,0,87,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"OTU_1187",0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1188",0,0,0,0,0,0,0,0,3,0,0,0,0,0,26,0,0,44
"OTU_1189",0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0
"OTU_119",0,175,77,1724,450,694,178,0,291,53,62,236,0,340,56,0,0,0
"OTU_1190",0,0,0,0,0,0,20,0,0,52,0,0,0,0,0,0,0,20
"OTU_1194",0,151,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
"OTU_1195",0,16,0,0,0,0,0,29,8,6,0,0,0,0,28,0,0,0
"OTU_1196",0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1198",0,43,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
"OTU_12",0,0,292,51157,0,0,0,0,0,0,0,0,66,499,0,0,0,0
"OTU_120",14,165,16,12,29,41,189,154,2617,343,0,0,175,0,14,0,0,0
"OTU_1200",0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1201",0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0
"OTU_1204",0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0
"OTU_1208",0,91,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"OTU_1209",0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_121",0,0,2103,0,0,0,0,0,0,0,0,0,3363,0,0,0,0,0
"OTU_1211",0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0
"OTU_1213",0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1214",0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1217",0,0,0,0,27,49,0,0,0,0,0,0,0,0,9,0,11,0
"OTU_1218",0,131,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
"OTU_1219",0,0,0,0,0,0,27,15,0,60,0,0,0,0,0,0,0,0
"OTU_122",477,293,458,321,70,18,549,83,286,85,59,190,234,398,84,46,411,0
