"","BR","CN","DU","EL","HB","HN","KN","MB","MN","NK","PA","PE","RB","RN","SM","SN","SY","TB"
"OTU_1350",0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0
"OTU_1351",0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1353",0,0,0,0,0,0,0,14,0,0,0,0,0,33,0,0,0,0
"OTU_1354",0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1355",0,70,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
"OTU_1356",0,15,0,0,0,0,9,24,23,15,0,0,0,0,0,0,0,0
"OTU_1357",0,0,0,0,11,22,15,0,7,27,0,0,0,0,0,0,0,0
"OTU_1358",0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0
"OTU_1359",75,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,1872
"OTU_1360",0,34,0,0,0,0,0,10,42,0,0,0,0,0,0,0,0,0
"OTU_1361",0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0
"OTU_1362",4,0,36,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0
"OTU_1363",0,62,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
"OTU_1366",0,0,0,0,24,0,22,47,0,0,0,0,0,0,0,0,0,0
"OTU_1368",0,0,0,0,0,0,0,21,0,0,0,0,103,0,0,0,0,0
"OTU_137",0,0,0,10,0,0,0,0,0,0,0,18,0,199,0,0,0,1707
"OTU_1371",19,0,0,0,18,0,0,0,0,0,0,0,0,0,30,0,0,0
"OTU_1373",0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0
"OTU_1374",0,12,0,0,0,0,0,0,0,0,0,9,12,0,23,3,0,0
"OTU_1376",0,0,157,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"OTU_1377",0,0,0,0,0,0,46,0,0,0,0,0,60,0,0,0,0,0
"OTU_1379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0
"OTU_138",0,1281,0,0,43,0,0,0,0,0,0,37,0,0,0,1182,0,129
"OTU_1380",0,0,0,0,31,0,0,0,8,0,0,0,0,0,19,0,0,0
"OTU_1382",0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0
"OTU_1383",0,19,0,0,0,0,11,0,0,0,6,23,0,0,0,0,0,0
"OTU_1386",0,0,0,0,30,0,9,6,16,8,0,0,0,0,0,0,0,0
"OTU_1387",0,0,0,0,0,3,0,0,0,0,94,0,0,0,0,0,0,0
"OTU_1388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
"OTU_1389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,10,9,0
"OTU_1390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,25,0,0
"OTU_1391",0,77,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"OTU_1392",0,0,0,0,0,0,13,24,27,22,0,0,0,0,0,0,0,0
"OTU_1393",0,22,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,13
"OTU_1395",0,36,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
"OTU_1396",0,17,0,0,0,0,0,15,23,7,0,8,0,11,0,0,0,0
