OTUID,L.AQ1,Z.BR1,Z.BR2,Z.BR3,Z.C1,Z.C2,Z.C3,Z.C4,Z.C5,Z.C6,Z.C7,Z.C8,Z.C9,Z.CN1,Z.CN2,Z.CN3,Z.DC1,Z.DC2,Z.DC3,Z.DU1,Z.DU2,Z.DU3,Z.EL1,Z.EL2,Z.EL3,Z.HB1,Z.HB2,Z.HB3,Z.HN1,Z.HN2,Z.HN3,Z.KN1,Z.KN2,Z.KN3,Z.MB1,Z.MB2,Z.MB3,Z.MN1,Z.MN2,Z.MN3,Z.NK1,Z.NK2,Z.NK3,Z.PA1,Z.PA2,Z.PA3,Z.PCR1,Z.PE1,Z.PE2,Z.PE3,Z.RB1,Z.RB2,Z.RB3,Z.RN1,Z.RN2,Z.RN3,Z.SM1,Z.SM2,Z.SM3,Z.SN1,Z.SN2,Z.SN3,Z.SY1,Z.SY2,Z.SY3,Z.TB1,Z.TB2,Z.TB3
OTU_1458,0,0,0,0,0,0,0,0,0,0,0,0,0,101,158,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
OTU_1459,0,0,0,0,0,0,0,0,0,0,0,0,0,48,79,58,0,0,0,0,0,0,0,0,0,15,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,72,50
OTU_146,0,11,19,16,0,0,0,0,0,0,0,0,0,39,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,13,1060,886,808,437,528,555,2418,3613,2569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0
OTU_1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,148,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,9,32,42,32,5,14,15,0,0,0,21,7,13,8,6,0,0,0,0,0,0,0,0,11,8,12,0,0,0,17,0,0,0,8,0,0,0,0,0,0,0,13,53,16
OTU_1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,16,8,0,3,43,47,37,4,7,0,17,14,15,0,0,0
OTU_1468,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,23,0,0,0,0,0,0,0,0,0,19,10,30,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,35,39,0,0,0,0,0,0,20,51,19
OTU_1469,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,10,0,8,10,6,16,31,27,0,18,0,0,0,0,0,4,0,0,86,89,88,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
OTU_147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3687,4017,3021,0,0,0,0,0,0,0,0,0,411,513,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858,1999,1855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,88,94,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,29,15,0,0,0,0,0,0,0,0,0
OTU_1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,148,137,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1474,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,8,89,60,71,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,5,0,0,0,10,7,12,0,0,0,0,0,0,14,43,6
OTU_1475,0,0,0,0,0,0,0,0,0,0,0,0,0,102,112,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,93,0,0,0,0,0,0,78,43,42,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,26,27,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,66,92,0,0,0,10,9,11,0,0,0
OTU_1478,0,0,0,0,0,0,0,0,0,0,0,0,0,114,99,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,121,137,30,31,25,13,14,0,311,246,265,116,173,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2857,2931,2868,348,374,366,357,525,532,0,0,0
OTU_1481,0,0,0,0,0,0,0,0,0,0,0,0,0,139,95,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,105,109,87,0,0,0,0,0,0
OTU_1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,22,111,111,90,0,0,0,0,0,0
OTU_1486,0,10,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,68,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,35,0,0,0,0,0,0,36,43,25,0,0,0,0,0,0,0,0,0
OTU_1488,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_149,0,0,0,0,0,0,0,0,0,0,0,0,0,402,349,0,0,0,0,0,0,0,0,0,0,0,0,0,2751,3470,4161,14,0,0,284,271,237,68,0,87,26,0,0,0,0,312,0,0,49,59,0,0,0,0,0,0,0,72,0,138,0,123,0,0,0,0,0,0
OTU_1490,0,16,0,10,0,0,0,0,0,0,0,0,0,57,52,68,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,18,32,21,24,26,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,121,154,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,160,117,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1493,0,0,0,0,0,29,69,5,12,3,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,5,0,0,5,0,0,12,16,8,0,0,0,4,0,5,35,72,17
OTU_1494,0,0,0,0,0,0,0,0,0,0,0,0,0,135,124,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1495,0,0,0,0,0,0,0,0,0,0,0,0,0,69,122,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,0,0,0
OTU_1496,0,50,74,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,41,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,6
OTU_1497,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,22,0,0,0,43,55,42,6,0,0,0,0,0,0,0,0,0,7,0,24,22,31,0,0,20,0,12,18,7,7,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1498,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,30,14,6,0,0,0,0,0,0,18,14,15,75,77,76,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
OTU_1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,107,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_15,0,0,0,0,0,0,0,0,0,0,0,0,0,24,45,18,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,28731,34388,32914,0,0,0,23,14,7,12,11,15,0,0,0,0,0,0,13,13945,16489,13933,0,0,0,0,0,0,0,0,0,7471,10810,11309,0,0,0
OTU_150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,56,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031,1180,1067,3096,3312,2784,0,0,0,0,0,0
OTU_1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,140,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,181,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,127,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,9,12,63,122,120,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,42,76,56,0,17,15,0,0,0,0,44,29,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1508,0,0,0,0,0,0,0,0,0,0,0,0,0,101,152,89,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,60,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,8,0,0,0,0,0,0,63,76,32
OTU_151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991,1035,1060,42,54,48,171,269,269,0,0,0
OTU_1512,0,0,0,0,0,0,0,0,0,0,0,0,0,111,107,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,199,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1517,0,0,0,0,0,0,0,0,0,0,0,0,0,36,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,154,38
OTU_1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,94,80,62,31,42,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_152,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,41,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,308,339,284,32,39,44,2788,3802,3943,0,0,0
OTU_1521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,10,16,7,9,0,0,0,34,38,33,15,20,19,0,8,0,10,0,0,0,0,0,0,0,0,0,9,0,0,7,0,4,0,3,3,0,0,0,0,8,6
OTU_1522,0,8,11,15,0,0,0,0,0,0,0,0,0,68,75,74,0,0,0,10,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1523,0,0,0,0,0,0,0,0,0,0,0,0,0,83,80,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,112,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,130,105,0,0,0,0,0,0,0,0,0
OTU_1528,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_153,0,162,212,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4267,3094,2986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,554,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29,33,0,0,0,0,0,0,0,0,0,16,17,12,0,0,0,0,0,0,0,0,0,0,3,4,12,0,0,0,0,0,0,0,0,0,15,23,25,0,10,0
OTU_1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,127,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0
OTU_1533,0,0,0,0,0,0,0,0,0,0,0,0,0,12,36,0,0,0,0,54,55,38,0,0,0,0,0,0,0,0,0,0,0,0,15,13,11,15,17,0,13,0,0,0,0,0,0,9,0,0,0,25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,59,87,13,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,0,0,0,0,0,12,8,0,0,0
OTU_1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,151,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,87,101,9,9,17,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,89,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,54,54,10,0,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,0,67,52,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_154,0,2741,3178,3713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,12,257,151,193,11,0,12,27,45,48,0,0,0,0,0,0,386,631,419,0,0,0,0,0,0,0,0,0,0,14,0,0,19,45,51,0,0,0,14,16,21,0,0,0
OTU_1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,90,99,0,0,0,0,0,0,0,0,0
OTU_1542,0,0,0,0,0,0,0,0,0,0,0,0,0,82,57,40,0,0,0,0,0,0,0,0,0,15,16,0,0,0,0,0,0,0,21,19,25,0,26,25,0,0,4,0,0,0,0,20,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,83,77,0,6,11,0,0,0,38,22,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,20,0,0,0,60,73,73,16,26,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1547,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,70,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,8,0,0,0,0,0,0,0,0,0
OTU_155,0,42,57,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732,512,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,173,280,0,0,0,0,0,0,0,16,23,12,18,12,12,0,12,0,0,0,0,2159,5452,2054
OTU_1550,0,0,0,0,0,0,0,0,0,0,0,0,0,71,59,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,13,0,0,0,0,0,0,0,0,0
OTU_1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,110,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,172,84
OTU_1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12,0,0,0,41,0
OTU_1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,14,19,14,0,0,0,0,5,0,0,0,0,0,0,0,19,10,15,18,16,33,0,0,5,0,0,0,0,0,0,0,21,33,21,0,0,0,8,24,12,0,0,0,0,0,0,0,33,13
OTU_1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,61,60,45,54,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1556,0,0,0,7,0,0,0,0,0,0,0,0,0,18,32,21,0,0,0,16,18,18,33,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,27,8,20,0,15,12,11,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1557,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,74,81,0,0,0,0,0,21,0,0,0
OTU_1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,75,88,131,0,0,0,0,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_156,0,2662,3175,3555,0,0,0,0,0,0,0,0,0,10,19,23,0,0,0,0,0,7,306,229,187,40,24,26,0,0,0,7,9,11,162,132,142,51,65,54,11,33,21,17,0,0,0,150,120,144,93,123,75,65,71,46,19,28,23,0,5,0,0,7,0,80,184,81
OTU_1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,108,112,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,49,42,0,5,5,0,0,0,16,9,13,17,25,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,8,23,10
OTU_1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,107,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,77,90,0,0,0,0,0,0,0,0,0,46,38,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,12,7,24,17,0,0,0,21,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,39,16,0,0,0,0,0
OTU_1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,45,71,77,73,0,0,0,0,0,0
OTU_1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,78,64,16,18,13,0,4,0,8,0,0
OTU_1567,0,0,0,0,0,0,0,0,0,0,0,0,0,57,76,74,0,0,0,0,0,0,0,0,0,0,8,8,0,9,0,0,0,0,4,7,7,0,0,5,0,6,8,0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,96,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,378,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,534,558,0,0,0,0,2968,3450,3165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,8,26,42,25,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,141,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
