"","V1","V2","V3","V4"
"929",0.001,0.3,17,50
"930",0.001,0.32,17,50
"931",0.001,0.34,17,50
"932",0.055,0.36,17,50
"933",0.002,0.38,17,50
"934",0.002,0.4,17,50
"935",0.015,0.42,17,50
"936",0.027,0.44,17,50
"937",0.001,0.3,18,50
"938",0.005,0.32,18,50
"939",0.001,0.34,18,50
"940",0.007,0.36,18,50
"941",0.028,0.38,18,50
"942",0.101,0.4,18,50
"943",0.005,0.42,18,50
"944",0.074,0.44,18,50
"945",0.001,0.3,19,50
"946",0.001,0.32,19,50
"947",0.001,0.34,19,50
"948",0.002,0.36,19,50
"949",0.001,0.38,19,50
"950",0.342,0.4,19,50
"951",0.7,0.42,19,50
"952",0.23,0.44,19,50
"953",0.002,0.3,20,50
"954",0.001,0.32,20,50
"955",0.001,0.34,20,50
"956",0.013,0.36,20,50
"957",0.001,0.38,20,50
"958",0.734,0.4,20,50
"959",0.562,0.42,20,50
"960",0.155,0.44,20,50
"961",0.001,0.3,21,50
"962",0.001,0.32,21,50
"963",0.007,0.34,21,50
"964",0.183,0.36,21,50
"965",0.024,0.38,21,50
"966",0.937,0.4,21,50
"967",0.094,0.42,21,50
"968",0.64,0.44,21,50
"969",0.001,0.3,22,50
"970",0.001,0.32,22,50
"971",0.001,0.34,22,50
"972",0.001,0.36,22,50
"973",0.009,0.38,22,50
"974",0.182,0.4,22,50
"975",0.022,0.42,22,50
"976",0.181,0.44,22,50
"977",0.001,0.3,23,50
"978",0.001,0.32,23,50
"979",0.004,0.34,23,50
"980",0.02,0.36,23,50
"981",0.046,0.38,23,50
"982",0.139,0.4,23,50
"983",0.433,0.42,23,50
"984",0.24,0.44,23,50
"985",0.001,0.3,24,50
"986",0.001,0.32,24,50
"987",0.001,0.34,24,50
"988",0.041,0.36,24,50
"989",0.107,0.38,24,50
"990",0.079,0.4,24,50
"991",0.003,0.42,24,50
"992",0.072,0.44,24,50
"993",0.001,0.3,25,50
"994",0.001,0.32,25,50
"995",0.005,0.34,25,50
"996",0.036,0.36,25,50
"997",0.001,0.38,25,50
"998",0.031,0.4,25,50
"999",0.021,0.42,25,50
"1000",0.074,0.44,25,50
"1001",0.001,0.3,26,50
"1002",0.001,0.32,26,50
"1003",0.015,0.34,26,50
"1004",0.001,0.36,26,50
"1005",0.02,0.38,26,50
"1006",0.038,0.4,26,50
"1007",0.109,0.42,26,50
"1008",0.658,0.44,26,50
"1009",0.001,0.3,27,50
"1010",0.001,0.32,27,50
"1011",0.001,0.34,27,50
"1012",0.001,0.36,27,50
"1013",0.006,0.38,27,50
"1014",0.028,0.4,27,50
"1015",0.004,0.42,27,50
"1016",0.213,0.44,27,50
"1017",0.001,0.3,28,50
"1018",0.001,0.32,28,50
"1019",0.001,0.34,28,50
"1020",0.17,0.36,28,50
"1021",0.125,0.38,28,50
"1022",0.057,0.4,28,50
"1023",0.298,0.42,28,50
"1024",0.366,0.44,28,50
"1025",0.001,0.3,29,50
"1026",0.001,0.32,29,50
"1027",0.001,0.34,29,50
"1028",0.002,0.36,29,50
"1029",0.039,0.38,29,50
"1030",0.681,0.4,29,50
"1031",0.171,0.42,29,50
"1032",0.242,0.44,29,50
"1033",0.001,0.3,30,50
"1034",0.001,0.32,30,50
"1035",0.014,0.34,30,50
"1036",0.038,0.36,30,50
"1037",0.032,0.38,30,50
"1038",0.073,0.4,30,50
"1039",0.218,0.42,30,50
"1040",0.101,0.44,30,50
"1041",0.001,0.3,31,50
"1042",0.001,0.32,31,50
"1043",0.001,0.34,31,50
"1044",0.018,0.36,31,50
"1045",0.04,0.38,31,50
"1046",0.05,0.4,31,50
"1047",0.049,0.42,31,50
"1048",0.156,0.44,31,50
"1049",0.001,0.3,32,50
"1050",0.001,0.32,32,50
"1051",0.001,0.34,32,50
"1052",0.005,0.36,32,50
"1053",0.195,0.38,32,50
"1054",0.769,0.4,32,50
"1055",0.449,0.42,32,50
"1056",0.563,0.44,32,50
"1057",0.001,0.3,33,50
"1058",0.003,0.32,33,50
"1059",0.001,0.34,33,50
"1060",0.01,0.36,33,50
"1061",0.004,0.38,33,50
"1062",0.203,0.4,33,50
"1063",0.014,0.42,33,50
"1064",0.204,0.44,33,50
"1065",0.001,0.3,34,50
"1066",0.001,0.32,34,50
"1067",0.001,0.34,34,50
"1068",0.027,0.36,34,50
"1069",0.03,0.38,34,50
"1070",0.111,0.4,34,50
"1071",0.096,0.42,34,50
"1072",0.869,0.44,34,50
"1073",0.001,0.3,35,50
"1074",0.001,0.32,35,50
"1075",0.002,0.34,35,50
"1076",0.011,0.36,35,50
"1077",0.025,0.38,35,50
"1078",0.661,0.4,35,50
"1079",0.076,0.42,35,50
"1080",0.021,0.44,35,50
"1081",0.001,0.3,36,50
"1082",0.001,0.32,36,50
"1083",0.006,0.34,36,50
"1084",0.021,0.36,36,50
"1085",0.259,0.38,36,50
"1086",0.002,0.4,36,50
"1087",0.131,0.42,36,50
"1088",0.335,0.44,36,50
"1089",0.001,0.3,37,50
"1090",0.001,0.32,37,50
"1091",0.002,0.34,37,50
"1092",0.009,0.36,37,50
"1093",0.004,0.38,37,50
"1094",0.043,0.4,37,50
"1095",0.729,0.42,37,50
"1096",0.657,0.44,37,50
"1097",0.001,0.3,38,50
"1098",0.001,0.32,38,50
"1099",0.001,0.34,38,50
"1100",0.007,0.36,38,50
"1101",0.033,0.38,38,50
"1102",0.253,0.4,38,50
"1103",0.495,0.42,38,50
"1104",0.128,0.44,38,50
"1105",0.001,0.3,39,50
"1106",0.001,0.32,39,50
"1107",0.005,0.34,39,50
"1108",0.003,0.36,39,50
"1109",0.016,0.38,39,50
"1110",0.479,0.4,39,50
"1111",0.32,0.42,39,50
"1112",0.085,0.44,39,50
"1113",0.001,0.3,40,50
"1114",0.001,0.32,40,50
"1115",0.007,0.34,40,50
"1116",0.42,0.36,40,50
"1117",0.005,0.38,40,50
"1118",0.082,0.4,40,50
"1119",0.345,0.42,40,50
"1120",0.719,0.44,40,50
"1121",0.001,0.3,41,50
"1122",0.001,0.32,41,50
"1123",0.001,0.34,41,50
"1124",0.001,0.36,41,50
"1125",0.002,0.38,41,50
"1126",0.132,0.4,41,50
"1127",0.652,0.42,41,50
"1128",0.475,0.44,41,50
"1129",0.001,0.3,42,50
"1130",0.001,0.32,42,50
"1131",0.007,0.34,42,50
"1132",0.006,0.36,42,50
"1133",0.159,0.38,42,50
"1134",0.154,0.4,42,50
"1135",0.104,0.42,42,50
"1136",0.082,0.44,42,50
"1137",0.001,0.3,43,50
"1138",0.001,0.32,43,50
"1139",0.002,0.34,43,50
"1140",0.26,0.36,43,50
"1141",0.025,0.38,43,50
"1142",0.002,0.4,43,50
"1143",0.577,0.42,43,50
"1144",0.596,0.44,43,50
"1145",0.001,0.3,44,50
"1146",0.002,0.32,44,50
"1147",0.003,0.34,44,50
"1148",0.001,0.36,44,50
"1149",0.01,0.38,44,50
"1150",0.297,0.4,44,50
"1151",0.135,0.42,44,50
"1152",0.35,0.44,44,50
"1153",0.001,0.3,45,50
"1154",0.001,0.32,45,50
"1155",0.004,0.34,45,50
"1156",0.028,0.36,45,50
"1157",0.006,0.38,45,50
"1158",0.133,0.4,45,50
"1159",0.005,0.42,45,50
"1160",0.253,0.44,45,50
"1161",0.001,0.3,46,50
"1162",0.001,0.32,46,50
"1163",0.003,0.34,46,50
"1164",0.001,0.36,46,50
"1165",0.011,0.38,46,50
"1166",0.027,0.4,46,50
"1167",0.181,0.42,46,50
"1168",0.848,0.44,46,50
"1169",0.001,0.3,47,50
"1170",0.001,0.32,47,50
"1171",0.002,0.34,47,50
"1172",0.013,0.36,47,50
"1173",0.125,0.38,47,50
"1174",0.53,0.4,47,50
"1175",0.055,0.42,47,50
"1176",0.068,0.44,47,50
"1177",0.001,0.3,48,50
"1178",0.001,0.32,48,50
"1179",0.001,0.34,48,50
"1180",0.001,0.36,48,50
"1181",0.004,0.38,48,50
"1182",0.074,0.4,48,50
"1183",0.282,0.42,48,50
"1184",0.682,0.44,48,50
"1185",0.001,0.3,49,50
"1186",0.002,0.32,49,50
"1187",0.001,0.34,49,50
"1188",0.004,0.36,49,50
"1189",0.002,0.38,49,50
"1190",0.433,0.4,49,50
"1191",0.344,0.42,49,50
"1192",0.562,0.44,49,50
"1193",0.001,0.3,50,50
"1194",0.001,0.32,50,50
"1195",0.001,0.34,50,50
"1196",0.014,0.36,50,50
"1197",0.102,0.38,50,50
"1198",0.803,0.4,50,50
"1199",0.194,0.42,50,50
"1200",0.31,0.44,50,50
"1201",0.001,0.3,51,50
"1202",0.001,0.32,51,50
"1203",0.001,0.34,51,50
"1204",0.046,0.36,51,50
"1205",0.016,0.38,51,50
"1206",0.057,0.4,51,50
"1207",0.354,0.42,51,50
"1208",0.71,0.44,51,50
"1209",0.001,0.3,52,50
"1210",0.001,0.32,52,50
"1211",0.001,0.34,52,50
"1212",0.01,0.36,52,50
"1213",0.03,0.38,52,50
"1214",0.079,0.4,52,50
"1215",0.063,0.42,52,50
"1216",0.24,0.44,52,50
"1217",0.001,0.3,53,50
"1218",0.001,0.32,53,50
"1219",0.001,0.34,53,50
"1220",0.004,0.36,53,50
"1221",0.001,0.38,53,50
"1222",0.049,0.4,53,50
"1223",0.016,0.42,53,50
"1224",0.644,0.44,53,50
"1225",0.001,0.3,54,50
"1226",0.001,0.32,54,50
"1227",0.008,0.34,54,50
"1228",0.001,0.36,54,50
"1229",0.034,0.38,54,50
"1230",0.372,0.4,54,50
"1231",0.653,0.42,54,50
"1232",0.103,0.44,54,50
"1233",0.001,0.3,55,50
"1234",0.001,0.32,55,50
"1235",0.001,0.34,55,50
"1236",0.066,0.36,55,50
"1237",0.008,0.38,55,50
"1238",0.011,0.4,55,50
"1239",0.107,0.42,55,50
"1240",0.34,0.44,55,50
"1241",0.001,0.3,56,50
"1242",0.001,0.32,56,50
"1243",0.001,0.34,56,50
"1244",0.031,0.36,56,50
"1245",0.066,0.38,56,50
"1246",0.016,0.4,56,50
"1247",0.087,0.42,56,50
"1248",0.099,0.44,56,50
"1249",0.001,0.3,57,50
"1250",0.001,0.32,57,50
"1251",0.003,0.34,57,50
"1252",0.051,0.36,57,50
"1253",0.063,0.38,57,50
"1254",0.655,0.4,57,50
"1255",0.088,0.42,57,50
"1256",0.1,0.44,57,50
"1257",0.001,0.3,58,50
"1258",0.001,0.32,58,50
"1259",0.001,0.34,58,50
"1260",0.002,0.36,58,50
"1261",0.083,0.38,58,50
"1262",0.275,0.4,58,50
"1263",0.439,0.42,58,50
"1264",0.588,0.44,58,50
"1265",0.001,0.3,59,50
"1266",0.001,0.32,59,50
"1267",0.001,0.34,59,50
"1268",0.106,0.36,59,50
"1269",0.01,0.38,59,50
"1270",0.287,0.4,59,50
"1271",0.172,0.42,59,50
"1272",0.617,0.44,59,50
"1273",0.001,0.3,60,50
"1274",0.001,0.32,60,50
"1275",0.01,0.34,60,50
"1276",0.031,0.36,60,50
"1277",0.025,0.38,60,50
"1278",0.004,0.4,60,50
"1279",0.35,0.42,60,50
"1280",0.015,0.44,60,50
"1281",0.001,0.3,61,50
"1282",0.001,0.32,61,50
"1283",0.003,0.34,61,50
"1284",0.016,0.36,61,50
"1285",0.121,0.38,61,50
"1286",0.032,0.4,61,50
"1287",0.551,0.42,61,50
"1288",0.277,0.44,61,50
"1289",0.002,0.3,62,50
"1290",0.001,0.32,62,50
"1291",0.001,0.34,62,50
"1292",0.071,0.36,62,50
"1293",0.114,0.38,62,50
"1294",0.029,0.4,62,50
"1295",0.296,0.42,62,50
"1296",0.018,0.44,62,50
"1297",0.001,0.3,63,50
"1298",0.001,0.32,63,50
"1299",0.001,0.34,63,50
"1300",0.128,0.36,63,50
"1301",0.05,0.38,63,50
"1302",0.055,0.4,63,50
"1303",0.04,0.42,63,50
"1304",0.094,0.44,63,50
"1305",0.002,0.3,64,50
"1306",0.001,0.32,64,50
"1307",0.001,0.34,64,50
"1308",0.061,0.36,64,50
"1309",0.016,0.38,64,50
"1310",0.552,0.4,64,50
"1311",0.438,0.42,64,50
"1312",0.868,0.44,64,50
"1313",0.001,0.3,65,50
"1314",0.001,0.32,65,50
"1315",0.001,0.34,65,50
"1316",0.048,0.36,65,50
"1317",0.003,0.38,65,50
"1318",0.3,0.4,65,50
"1319",0.142,0.42,65,50
"1320",0.328,0.44,65,50
"1321",0.001,0.3,66,50
"1322",0.001,0.32,66,50
"1323",0.001,0.34,66,50
"1324",0.007,0.36,66,50
"1325",0.095,0.38,66,50
"1326",0.062,0.4,66,50
"1327",0.123,0.42,66,50
"1328",0.6,0.44,66,50
"1329",0.001,0.3,67,50
"1330",0.001,0.32,67,50
"1331",0.003,0.34,67,50
"1332",0.015,0.36,67,50
"1333",0.014,0.38,67,50
"1334",0.004,0.4,67,50
"1335",0.117,0.42,67,50
"1336",0.697,0.44,67,50
"1337",0.001,0.3,68,50
"1338",0.001,0.32,68,50
"1339",0.001,0.34,68,50
"1340",0.006,0.36,68,50
"1341",0.137,0.38,68,50
"1342",0.19,0.4,68,50
"1343",0.041,0.42,68,50
"1344",0.06,0.44,68,50
"1345",0.001,0.3,69,50
"1346",0.001,0.32,69,50
"1347",0.008,0.34,69,50
"1348",0.145,0.36,69,50
"1349",0.012,0.38,69,50
"1350",0.117,0.4,69,50
"1351",0.007,0.42,69,50
"1352",0.082,0.44,69,50
"1353",0.001,0.3,70,50
"1354",0.001,0.32,70,50
"1355",0.003,0.34,70,50
"1356",0.001,0.36,70,50
"1357",0.006,0.38,70,50
"1358",0.348,0.4,70,50
"1359",0.001,0.42,70,50
"1360",0.936,0.44,70,50
"1361",0.001,0.3,71,50
"1362",0.001,0.32,71,50
"1363",0.001,0.34,71,50
"1364",0.004,0.36,71,50
"1365",0.076,0.38,71,50
"1366",0.183,0.4,71,50
"1367",0.675,0.42,71,50
"1368",0.479,0.44,71,50
"1369",0.001,0.3,72,50
"1370",0.001,0.32,72,50
"1371",0.01,0.34,72,50
"1372",0.003,0.36,72,50
"1373",0.114,0.38,72,50
"1374",0.005,0.4,72,50
"1375",0.007,0.42,72,50
"1376",0.149,0.44,72,50
"1377",0.001,0.3,73,50
"1378",0.001,0.32,73,50
"1379",0.001,0.34,73,50
"1380",0.005,0.36,73,50
"1381",0.002,0.38,73,50
"1382",0.271,0.4,73,50
"1383",0.445,0.42,73,50
"1384",0.007,0.44,73,50
"1385",0.001,0.3,74,50
"1386",0.001,0.32,74,50
"1387",0.068,0.34,74,50
"1388",0.051,0.36,74,50
"1389",0.028,0.38,74,50
"1390",0.072,0.4,74,50
"1391",0.289,0.42,74,50
"1392",0.773,0.44,74,50
"1393",0.001,0.3,75,50
"1394",0.001,0.32,75,50
"1395",0.001,0.34,75,50
"1396",0.007,0.36,75,50
"1397",0.001,0.38,75,50
"1398",0.198,0.4,75,50
"1399",0.004,0.42,75,50
"1400",0.543,0.44,75,50
"1401",0.001,0.3,76,50
"1402",0.001,0.32,76,50
"1403",0.002,0.34,76,50
"1404",0.001,0.36,76,50
"1405",0.004,0.38,76,50
"1406",0.048,0.4,76,50
"1407",0.012,0.42,76,50
"1408",0.062,0.44,76,50
"1409",0.001,0.3,77,50
"1410",0.006,0.32,77,50
"1411",0.085,0.34,77,50
"1412",0.002,0.36,77,50
"1413",0.58,0.38,77,50
"1414",0.114,0.4,77,50
"1415",0.078,0.42,77,50
"1416",0.711,0.44,77,50
"1417",0.001,0.3,78,50
"1418",0.001,0.32,78,50
"1419",0.001,0.34,78,50
"1420",0.009,0.36,78,50
"1421",0.004,0.38,78,50
"1422",0.002,0.4,78,50
"1423",0.245,0.42,78,50
"1424",0.142,0.44,78,50
"1425",0.001,0.3,79,50
"1426",0.001,0.32,79,50
"1427",0.001,0.34,79,50
"1428",0.007,0.36,79,50
"1429",0.001,0.38,79,50
"1430",0.059,0.4,79,50
"1431",0.036,0.42,79,50
"1432",0.163,0.44,79,50
"1433",0.001,0.3,80,50
"1434",0.001,0.32,80,50
"1435",0.007,0.34,80,50
"1436",0.085,0.36,80,50
"1437",0.003,0.38,80,50
"1438",0.1,0.4,80,50
"1439",0.752,0.42,80,50
"1440",0.191,0.44,80,50
"1441",0.001,0.3,81,50
"1442",0.006,0.32,81,50
"1443",0.001,0.34,81,50
"1444",0.015,0.36,81,50
"1445",0.001,0.38,81,50
"1446",0.211,0.4,81,50
"1447",0.213,0.42,81,50
"1448",0.091,0.44,81,50
"1449",0.001,0.3,82,50
"1450",0.001,0.32,82,50
"1451",0.002,0.34,82,50
"1452",0.001,0.36,82,50
"1453",0.018,0.38,82,50
"1454",0.804,0.4,82,50
"1455",0.732,0.42,82,50
"1456",0.062,0.44,82,50
"1457",0.001,0.3,83,50
"1458",0.001,0.32,83,50
"1459",0.002,0.34,83,50
"1460",0.006,0.36,83,50
"1461",0.001,0.38,83,50
"1462",0.023,0.4,83,50
"1463",0.446,0.42,83,50
"1464",0.138,0.44,83,50
"1465",0.001,0.3,84,50
"1466",0.001,0.32,84,50
"1467",0.018,0.34,84,50
"1468",0.347,0.36,84,50
"1469",0.059,0.38,84,50
"1470",0.033,0.4,84,50
"1471",0.295,0.42,84,50
"1472",0.911,0.44,84,50
"1473",0.001,0.3,85,50
"1474",0.002,0.32,85,50
"1475",0.002,0.34,85,50
"1476",0.015,0.36,85,50
"1477",0.006,0.38,85,50
"1478",0.037,0.4,85,50
"1479",0.002,0.42,85,50
"1480",0.198,0.44,85,50
"1481",0.001,0.3,86,50
"1482",0.001,0.32,86,50
"1483",0.001,0.34,86,50
"1484",0.001,0.36,86,50
"1485",0.007,0.38,86,50
"1486",0.248,0.4,86,50
"1487",0.004,0.42,86,50
"1488",0.364,0.44,86,50
"1489",0.001,0.3,87,50
"1490",0.001,0.32,87,50
"1491",0.002,0.34,87,50
"1492",0.001,0.36,87,50
"1493",0.359,0.38,87,50
"1494",0.038,0.4,87,50
"1495",0.28,0.42,87,50
"1496",0.133,0.44,87,50
"1497",0.001,0.3,88,50
"1498",0.001,0.32,88,50
"1499",0.008,0.34,88,50
"1500",0.001,0.36,88,50
"1501",0.017,0.38,88,50
"1502",0.321,0.4,88,50
"1503",0.345,0.42,88,50
"1504",0.347,0.44,88,50
"1505",0.001,0.3,89,50
"1506",0.001,0.32,89,50
"1507",0.001,0.34,89,50
"1508",0.002,0.36,89,50
"1509",0.099,0.38,89,50
"1510",0.574,0.4,89,50
"1511",0.508,0.42,89,50
"1512",0.006,0.44,89,50
"1513",0.001,0.3,90,50
"1514",0.001,0.32,90,50
"1515",0.001,0.34,90,50
"1516",0.001,0.36,90,50
"1517",0.002,0.38,90,50
"1518",0.025,0.4,90,50
"1519",0.137,0.42,90,50
"1520",0.038,0.44,90,50
"1521",0.001,0.3,91,50
"1522",0.005,0.32,91,50
"1523",0.002,0.34,91,50
"1524",0.256,0.36,91,50
"1525",0.019,0.38,91,50
"1526",0.134,0.4,91,50
"1527",0.214,0.42,91,50
"1528",0.557,0.44,91,50
"1529",0.001,0.3,92,50
"1530",0.001,0.32,92,50
"1531",0.001,0.34,92,50
"1532",0.015,0.36,92,50
"1533",0.291,0.38,92,50
"1534",0.153,0.4,92,50
"1535",0.014,0.42,92,50
"1536",0.54,0.44,92,50
"1537",0.001,0.3,93,50
"1538",0.001,0.32,93,50
"1539",0.001,0.34,93,50
"1540",0.143,0.36,93,50
"1541",0.031,0.38,93,50
"1542",0.401,0.4,93,50
"1543",0.047,0.42,93,50
"1544",0.029,0.44,93,50
"1545",0.001,0.3,94,50
"1546",0.001,0.32,94,50
"1547",0.001,0.34,94,50
"1548",0.011,0.36,94,50
"1549",0.232,0.38,94,50
"1550",0.21,0.4,94,50
"1551",0.032,0.42,94,50
"1552",0.378,0.44,94,50
"1553",0.001,0.3,95,50
"1554",0.004,0.32,95,50
"1555",0.006,0.34,95,50
"1556",0.001,0.36,95,50
"1557",0.002,0.38,95,50
"1558",0.806,0.4,95,50
"1559",0.437,0.42,95,50
"1560",0.034,0.44,95,50
"1561",0.001,0.3,96,50
"1562",0.001,0.32,96,50
"1563",0.005,0.34,96,50
"1564",0.007,0.36,96,50
"1565",0.05,0.38,96,50
"1566",0.019,0.4,96,50
"1567",0.056,0.42,96,50
"1568",0.827,0.44,96,50
"1569",0.001,0.3,97,50
"1570",0.001,0.32,97,50
"1571",0.013,0.34,97,50
"1572",0.022,0.36,97,50
"1573",0.213,0.38,97,50
"1574",0.151,0.4,97,50
"1575",0.691,0.42,97,50
"1576",0.677,0.44,97,50
"1577",0.001,0.3,98,50
"1578",0.01,0.32,98,50
"1579",0.004,0.34,98,50
"1580",0.003,0.36,98,50
"1581",0.008,0.38,98,50
"1582",0.061,0.4,98,50
"1583",0.009,0.42,98,50
"1584",0.442,0.44,98,50
"1585",0.001,0.3,99,50
"1586",0.001,0.32,99,50
"1587",0.007,0.34,99,50
"1588",0.024,0.36,99,50
"1589",0.085,0.38,99,50
"1590",0.212,0.4,99,50
"1591",0.006,0.42,99,50
"1592",0.524,0.44,99,50
"1593",0.001,0.3,100,50
"1594",0.001,0.32,100,50
"1595",0.023,0.34,100,50
"1596",0.009,0.36,100,50
"1597",0.004,0.38,100,50
"1598",0.173,0.4,100,50
"1599",0.142,0.42,100,50
"1600",0.016,0.44,100,50
"1601",0.001,0.3,1,100
"1602",0.001,0.32,1,100
"1603",0.001,0.34,1,100
"1604",0.003,0.36,1,100
"1605",0.001,0.38,1,100
"1606",0.392,0.4,1,100
"1607",0.024,0.42,1,100
"1608",0.185,0.44,1,100
"1609",0.001,0.3,2,100
"1610",0.001,0.32,2,100
"1611",0.001,0.34,2,100
"1612",0.001,0.36,2,100
"1613",0.001,0.38,2,100
"1614",0.141,0.4,2,100
"1615",0.094,0.42,2,100
"1616",0.086,0.44,2,100
"1617",0.001,0.3,3,100
"1618",0.001,0.32,3,100
"1619",0.001,0.34,3,100
"1620",0.001,0.36,3,100
"1621",0.028,0.38,3,100
"1622",0.175,0.4,3,100
"1623",0.019,0.42,3,100
"1624",0.108,0.44,3,100
"1625",0.001,0.3,4,100
"1626",0.001,0.32,4,100
"1627",0.001,0.34,4,100
"1628",0.002,0.36,4,100
"1629",0.015,0.38,4,100
"1630",0.342,0.4,4,100
"1631",0.021,0.42,4,100
"1632",0.421,0.44,4,100
"1633",0.001,0.3,5,100
"1634",0.001,0.32,5,100
"1635",0.001,0.34,5,100
"1636",0.001,0.36,5,100
"1637",0.09,0.38,5,100
"1638",0.129,0.4,5,100
"1639",0.157,0.42,5,100
"1640",0.52,0.44,5,100
"1641",0.001,0.3,6,100
"1642",0.001,0.32,6,100
"1643",0.001,0.34,6,100
"1644",0.001,0.36,6,100
"1645",0.003,0.38,6,100
"1646",0.252,0.4,6,100
"1647",0.591,0.42,6,100
"1648",0.319,0.44,6,100
"1649",0.001,0.3,7,100
"1650",0.001,0.32,7,100
"1651",0.001,0.34,7,100
"1652",0.012,0.36,7,100
"1653",0.007,0.38,7,100
"1654",0.109,0.4,7,100
"1655",0.253,0.42,7,100
"1656",0.771,0.44,7,100
"1657",0.001,0.3,8,100
"1658",0.001,0.32,8,100
"1659",0.001,0.34,8,100
"1660",0.005,0.36,8,100
"1661",0.045,0.38,8,100
"1662",0.011,0.4,8,100
"1663",0.294,0.42,8,100
"1664",0.536,0.44,8,100
"1665",0.001,0.3,9,100
"1666",0.001,0.32,9,100
"1667",0.002,0.34,9,100
"1668",0.002,0.36,9,100
"1669",0.008,0.38,9,100
"1670",0.529,0.4,9,100
"1671",0.042,0.42,9,100
"1672",0.382,0.44,9,100
"1673",0.001,0.3,10,100
"1674",0.001,0.32,10,100
"1675",0.001,0.34,10,100
"1676",0.013,0.36,10,100
"1677",0.003,0.38,10,100
"1678",0.035,0.4,10,100
"1679",0.199,0.42,10,100
"1680",0.337,0.44,10,100
"1681",0.001,0.3,11,100
"1682",0.001,0.32,11,100
"1683",0.001,0.34,11,100
"1684",0.001,0.36,11,100
"1685",0.002,0.38,11,100
"1686",0.033,0.4,11,100
"1687",0.092,0.42,11,100
"1688",0.439,0.44,11,100
"1689",0.001,0.3,12,100
"1690",0.001,0.32,12,100
"1691",0.001,0.34,12,100
"1692",0.001,0.36,12,100
"1693",0.008,0.38,12,100
"1694",0.019,0.4,12,100
"1695",0.015,0.42,12,100
"1696",0.185,0.44,12,100
"1697",0.001,0.3,13,100
"1698",0.001,0.32,13,100
"1699",0.001,0.34,13,100
"1700",0.001,0.36,13,100
"1701",0.005,0.38,13,100
"1702",0.008,0.4,13,100
"1703",0.019,0.42,13,100
"1704",0.197,0.44,13,100
"1705",0.001,0.3,14,100
"1706",0.001,0.32,14,100
"1707",0.001,0.34,14,100
"1708",0.079,0.36,14,100
"1709",0.001,0.38,14,100
"1710",0.009,0.4,14,100
"1711",0.461,0.42,14,100
"1712",0.297,0.44,14,100
"1713",0.001,0.3,15,100
"1714",0.001,0.32,15,100
"1715",0.002,0.34,15,100
"1716",0.002,0.36,15,100
"1717",0.003,0.38,15,100
"1718",0.013,0.4,15,100
"1719",0.026,0.42,15,100
"1720",0.587,0.44,15,100
"1721",0.001,0.3,16,100
"1722",0.001,0.32,16,100
"1723",0.003,0.34,16,100
"1724",0.001,0.36,16,100
"1725",0.001,0.38,16,100
"1726",0.024,0.4,16,100
"1727",0.393,0.42,16,100
"1728",0.138,0.44,16,100
"1729",0.001,0.3,17,100
"1730",0.001,0.32,17,100
"1731",0.001,0.34,17,100
"1732",0.002,0.36,17,100
"1733",0.001,0.38,17,100
"1734",0.107,0.4,17,100
"1735",0.084,0.42,17,100
"1736",0.027,0.44,17,100
"1737",0.001,0.3,18,100
"1738",0.001,0.32,18,100
"1739",0.001,0.34,18,100
"1740",0.018,0.36,18,100
"1741",0.003,0.38,18,100
"1742",0.051,0.4,18,100
"1743",0.054,0.42,18,100
"1744",0.238,0.44,18,100
"1745",0.001,0.3,19,100
"1746",0.001,0.32,19,100
"1747",0.001,0.34,19,100
"1748",0.001,0.36,19,100
"1749",0.001,0.38,19,100
"1750",0.032,0.4,19,100
"1751",0.004,0.42,19,100
"1752",0.639,0.44,19,100
"1753",0.001,0.3,20,100
"1754",0.001,0.32,20,100
"1755",0.001,0.34,20,100
"1756",0.001,0.36,20,100
"1757",0.001,0.38,20,100
"1758",0.385,0.4,20,100
"1759",0.037,0.42,20,100
"1760",0.058,0.44,20,100
"1761",0.001,0.3,21,100
"1762",0.001,0.32,21,100
"1763",0.001,0.34,21,100
"1764",0.001,0.36,21,100
"1765",0.001,0.38,21,100
"1766",0.016,0.4,21,100
"1767",0.519,0.42,21,100
"1768",0.59,0.44,21,100
"1769",0.001,0.3,22,100
"1770",0.001,0.32,22,100
"1771",0.001,0.34,22,100
"1772",0.003,0.36,22,100
"1773",0.001,0.38,22,100
"1774",0.049,0.4,22,100
"1775",0.091,0.42,22,100
"1776",0.274,0.44,22,100
"1777",0.001,0.3,23,100
"1778",0.001,0.32,23,100
"1779",0.001,0.34,23,100
"1780",0.001,0.36,23,100
"1781",0.007,0.38,23,100
"1782",0.072,0.4,23,100
"1783",0.25,0.42,23,100
"1784",0.071,0.44,23,100
"1785",0.001,0.3,24,100
"1786",0.001,0.32,24,100
"1787",0.001,0.34,24,100
"1788",0.001,0.36,24,100
"1789",0.059,0.38,24,100
"1790",0.002,0.4,24,100
"1791",0.213,0.42,24,100
"1792",0.086,0.44,24,100
"1793",0.001,0.3,25,100
"1794",0.001,0.32,25,100
"1795",0.001,0.34,25,100
"1796",0.001,0.36,25,100
"1797",0.016,0.38,25,100
"1798",0.593,0.4,25,100
"1799",0.022,0.42,25,100
"1800",0.471,0.44,25,100
"1801",0.001,0.3,26,100
"1802",0.001,0.32,26,100
"1803",0.001,0.34,26,100
"1804",0.001,0.36,26,100
"1805",0.001,0.38,26,100
"1806",0.08,0.4,26,100
